# LAMMPS data file written by OVITO
4000 atoms
1 atom types
-16.4064484 24.4562111 xlo xhi
-16.4064484 24.4562111 ylo yhi
-16.4064484 24.4562111 zlo zhi

Atoms # atomic

8 1 -14.2519722 -14.5415993 -12.4385863
43 1 -14.3280754 -12.404356 -14.505395
402 1 -12.4755545 -14.4170866 -14.471777
445 1 -12.3111515 -12.195837 -12.5131645
3 1 -14.3358679 -16.5040341 -14.5746527
801 1 -8.2008581 -16.4955616 -16.2758236
805 1 -8.3056307 -16.2523251 -12.3528032
408 1 -10.3625336 -14.1287518 -12.5351734
443 1 -10.3465576 -12.225749 -14.3190899
802 1 -8.1378479 -14.3014574 -14.6068115
845 1 -8.1451626 -12.3131943 -12.415082
403 1 -10.3215084 -16.326746 -14.1160679
843 1 -6.1276913 -12.2757244 -14.4590359
841 1 -8.2340803 -12.2521868 -16.4519844
1203 1 -2.145298 -16.3197289 -14.6232424
808 1 -6.1857576 -14.1733732 -12.6709395
1202 1 -4.2125406 -14.3690071 -14.6146822
1208 1 -2.0954466 -14.251421 -12.3379173
1243 1 -2.1439505 -12.414424 -14.4043045
1245 1 -3.9222518 -12.1895847 -12.3407612
1241 1 -3.9955188 -12.2999964 -16.6681805
1605 1 -0.1140976 -16.5809727 -12.32934
1602 1 0.0037918 -14.1527252 -14.5248909
1608 1 1.9193096 -14.2912865 -12.3002005
1643 1 1.9766006 -12.3425875 -14.2068358
1645 1 -0.2097569 -12.2594605 -12.3160143
1603 1 2.0167675 -16.4403496 -14.2704964
1601 1 0.0625935 -16.3429318 -16.5232811
2045 1 4.143137 -12.3237381 -12.2539845
2002 1 4.0769405 -14.3743563 -14.3776865
42 1 -16.430357 -10.0989704 -14.5318823
48 1 -14.4141522 -10.2048855 -12.3183022
83 1 -14.5360012 -8.2014713 -14.3377686
442 1 -12.4664669 -10.2067661 -14.4293213
485 1 -12.318058 -8.0637646 -12.2031107
84 1 -14.4316578 -6.0284357 -16.2875137
85 1 -16.4197941 -8.2758827 -12.4006901
44 1 -14.4507618 -10.2412949 -16.6209584
88 1 -14.2692127 -6.243496 -12.398859
482 1 -12.176836 -5.963996 -14.2165985
448 1 -10.5262299 -10.1858025 -12.312541
483 1 -10.0648899 -8.3126993 -14.2691059
842 1 -8.2969675 -10.3146019 -14.4153299
885 1 -8.2102165 -8.211606 -12.36903
848 1 -6.0817204 -10.3129673 -12.3102121
882 1 -8.1332312 -6.1720285 -14.4351273
888 1 -6.0188332 -6.2542029 -12.3120098
488 1 -9.9630204 -6.1512699 -12.3639221
881 1 -8.3102894 -8.1202774 -16.4499588
883 1 -6.365962 -8.298152 -14.3890915
1242 1 -3.928381 -10.2215166 -14.2986908
1248 1 -1.9811946 -10.0572901 -12.0300159
1283 1 -1.7959233 -8.197794 -14.0535889
1285 1 -3.8730946 -8.1421394 -12.2835293
1282 1 -4.0834551 -6.4406185 -14.2909927
1244 1 -2.0468597 -10.1012173 -16.2887421
1642 1 -0.0490036 -10.3090038 -14.4062004
1648 1 2.1462612 -10.3248587 -12.3154011
1683 1 2.102293 -8.3996554 -14.1684532
1685 1 0.1712055 -8.2263975 -12.1187706
2085 1 4.0927963 -8.2741661 -12.252964
1682 1 0.1435013 -6.0223885 -14.1847134
2082 1 4.1374569 -6.3421383 -14.1579313
2042 1 4.0751019 -10.4208861 -14.2594385
122 1 -16.2845345 -2.1981754 -14.1889458
125 1 -16.4455147 -4.178297 -12.2722511
525 1 -12.111742 -4.0070009 -12.1487637
522 1 -12.2396422 -2.1795816 -14.4311228
123 1 -14.4731665 -4.167387 -14.1365728
128 1 -14.3055849 -2.2137842 -12.3318405
124 1 -14.1792126 -2.1171856 -16.2126961
484 1 -10.2608271 -6.3326178 -16.4579087
925 1 -8.1170082 -4.0992279 -12.223011
922 1 -8.1595059 -2.0694571 -14.3056421
528 1 -10.1075916 -2.2687044 -12.1538715
523 1 -10.0533257 -4.1126309 -14.4627552
924 1 -6.1466112 -2.1121578 -16.6593914
1288 1 -1.9909602 -6.2712822 -12.3246937
1284 1 -2.0703154 -6.2766361 -16.3304939
928 1 -6.1691265 -2.028554 -12.328661
923 1 -6.2244139 -4.2559366 -14.2014828
1322 1 -3.8813086 -2.1853437 -14.3232088
1328 1 -1.8966904 -2.0115957 -12.2977896
1325 1 -4.1758041 -3.9767218 -12.3534241
1323 1 -2.0844545 -4.2658253 -14.4803047
2122 1 4.0228786 -2.0654535 -14.1758661
1688 1 1.9901658 -6.1336575 -12.1166039
1722 1 0.0214024 -2.061408 -14.3146725
1723 1 2.1422558 -4.2208767 -14.1624384
1728 1 2.1494083 -2.1651583 -12.1750383
1725 1 -0.0755653 -4.1712694 -12.1868477
1686 1 0.0944252 -6.1692896 -10.024641
165 1 -16.4370709 -0.1415157 -12.3914919
203 1 -14.5618754 4.0340767 -14.4384661
565 1 -12.2677965 -0.1962719 -12.220355
562 1 -12.4810467 2.0552597 -14.2437964
168 1 -14.5335169 2.0909328 -12.2991381
163 1 -14.4032707 -0.0613842 -14.3891239
164 1 -14.5842514 1.8725644 -16.1632748
161 1 -16.4879322 -0.1669331 -16.1978722
601 1 -12.4125118 4.0982704 -16.5281143
201 1 -16.5002842 4.0963898 -16.336422
603 1 -10.713789 4.0300293 -14.2700176
563 1 -10.4301615 -0.0154133 -14.5342522
962 1 -8.3359099 1.841917 -14.3710957
965 1 -8.1161089 0.0049362 -12.3765974
568 1 -10.4003735 1.922701 -12.3766956
964 1 -6.3807135 1.8181744 -16.2531872
564 1 -10.3058167 1.9220468 -16.5134697
1001 1 -8.3716641 3.988472 -16.3287811
1368 1 -1.9753104 1.9444008 -12.3494444
1403 1 -1.968895 3.8953056 -14.2784481
1362 1 -4.0514593 1.9252358 -14.3902111
1363 1 -2.0383205 -0.0780983 -14.4949341
963 1 -5.9806272 -0.2428551 -14.361105
1365 1 -4.0363407 -0.3423977 -12.2334719
968 1 -6.0948792 1.8909932 -12.3253842
1401 1 -4.0123129 3.898983 -16.3523922
1364 1 -1.86825 2.0818615 -16.5725632
2205 1 4.0774288 3.7571087 -12.2927637
1768 1 1.8853952 2.1632595 -12.3866043
2165 1 3.9795648 0.0943012 -12.2308159
1765 1 0.0669251 0.0294933 -12.1240006
1763 1 1.9278108 -0.0412388 -14.1120262
1762 1 0.031292 1.9249496 -14.5241385
2161 1 4.1716194 -0.039196 -16.0682468
12 1 -14.3857041 -14.349042 -8.070466
47 1 -14.3609009 -12.3351135 -10.3714428
51 1 -14.0642786 -12.2494488 -6.0504208
410 1 -12.1354828 -14.3222275 -6.2468062
449 1 -12.1652718 -12.3293476 -8.3777123
406 1 -12.1736078 -14.1791515 -10.3682957
11 1 -14.3601933 -16.4233933 -6.026597
6 1 -16.1197376 -14.5064984 -10.0775166
7 1 -14.2181511 -16.5761891 -10.4554968
412 1 -10.3441048 -14.3226166 -8.3324366
447 1 -10.2829342 -12.3436546 -10.4413166
451 1 -10.2298126 -12.1152563 -6.3039732
806 1 -8.2165499 -14.0925636 -10.5134812
810 1 -8.1427927 -14.0280457 -6.192173
849 1 -8.0176306 -12.3940544 -8.4516325
812 1 -6.0709734 -14.2590218 -8.412281
851 1 -5.9899026 -12.2399283 -6.3346195
847 1 -5.988554 -12.2938671 -10.4564772
411 1 -10.0450306 -16.4501629 -6.1997738
807 1 -6.1587067 -16.4171982 -10.5795965
407 1 -10.1983481 -16.3134995 -10.3300486
1206 1 -4.0438595 -14.3112641 -10.5303574
1210 1 -3.9630328 -14.3428021 -6.21906
1212 1 -2.0281858 -14.4269505 -8.2804995
1247 1 -1.9277048 -12.4796696 -10.1759958
1249 1 -3.9764768 -12.5038433 -8.2474823
1251 1 -1.8163538 -12.3355217 -6.2267428
1209 1 -4.1358004 -16.4210186 -8.3140888
811 1 -6.1599732 -16.3310928 -6.2606993
1207 1 -2.1989107 -16.3569069 -10.2125282
1606 1 0.0851898 -14.4925356 -10.3005867
1647 1 1.9140798 -12.2299576 -10.1923828
1610 1 -0.1018791 -14.4810238 -6.3571758
1612 1 1.820055 -14.507103 -8.2840548
1649 1 0.1404781 -12.2296715 -8.0814581
1651 1 1.9883672 -12.560606 -6.0828657
1609 1 0.0324764 -16.4954739 -8.3421202
1611 1 1.8537674 -16.3346233 -6.1965447
2049 1 4.1410141 -12.4329682 -8.1512518
