# Time-averaged data for fix 4
# TimeStep c_3[1] c_3[2] c_3[3] c_3[4]
10192 0.220871 0.124168 -0.0417344 0.303305
10194 0.245144 0.141589 -0.0280478 0.358685
10196 0.267968 0.158551 -0.0149061 0.411613
10198 0.289086 0.174919 -0.00235403 0.461651
10200 0.308264 0.190568 0.00958792 0.50842
10202 0.325298 0.205384 0.020923 0.551604
10204 0.340017 0.219256 0.0316791 0.590952
10206 0.35228 0.232084 0.0419065 0.626271
10208 0.361983 0.243773 0.0516703 0.657427
10210 0.369054 0.254228 0.0610453 0.684328
10212 0.37346 0.263363 0.0701133 0.706936
10214 0.375201 0.271098 0.078959 0.725259
10216 0.37431 0.277358 0.0876698 0.739337
10218 0.370846 0.282077 0.0963249 0.749248
10220 0.364892 0.2852 0.105003 0.755094
10222 0.356555 0.28668 0.113773 0.757009
10224 0.345967 0.286488 0.122701 0.755156
10226 0.333278 0.28461 0.131845 0.749734
10228 0.318656 0.281051 0.141254 0.740961
10230 0.302284 0.275835 0.150961 0.72908
10232 0.284354 0.268999 0.16099 0.714344
10234 0.265065 0.260602 0.171348 0.697015
10236 0.244619 0.250715 0.182035 0.677369
10238 0.223225 0.239429 0.193034 0.655688
10240 0.201092 0.226844 0.204313 0.632248
10242 0.178423 0.213072 0.215824 0.607318
10244 0.155417 0.198227 0.227503 0.581146
10246 0.132267 0.182429 0.239272 0.553968
10248 0.109159 0.165795 0.251044 0.525998
10250 0.0862677 0.148442 0.262722 0.497432
10252 0.0637595 0.13048 0.274202 0.468442
10254 0.0417884 0.112016 0.285381 0.439185
10256 0.0204941 0.093148 0.296153 0.409795
10258 2.45266e-06 0.0739658 0.306418 0.380386
10260 -0.0195726 0.0545498 0.316077 0.351054
10262 -0.0381305 0.0349741 0.325044 0.321888
10264 -0.0555905 0.0153063 0.333239 0.292955
10266 -0.0718847 -0.00438302 0.340587 0.264319
10268 -0.0869636 -0.0240226 0.347021 0.236035
10270 -0.100788 -0.043542 0.352482 0.208152
10272 -0.113329 -0.0628693 0.356912 0.180714
10274 -0.12457 -0.0819214 0.360259 0.153767
10276 -0.134499 -0.100613 0.362477 0.127365
10278 -0.143109 -0.118856 0.363523 0.101557
10280 -0.150401 -0.136561 0.363358 0.0763965
10282 -0.156375 -0.153632 0.361953 0.0519453
10284 -0.161043 -0.169976 0.359286 0.0282668
10286 -0.164416 -0.185506 0.355351 0.00542902
10288 -0.166514 -0.20014 0.350149 -0.0165049
10290 -0.167357 -0.213804 0.343691 -0.0374702
10292 -0.166968 -0.226441 0.336004 -0.0574044
10294 -0.165375 -0.238009 0.327125 -0.0762579
10296 -0.16261 -0.248482 0.317104 -0.0939882
10298 -0.15871 -0.257853 0.305994 -0.110569
10300 -0.153718 -0.26613 0.293858 -0.12599
10302 -0.147675 -0.273338 0.280761 -0.140251
10304 -0.140629 -0.279511 0.266773 -0.153367
10306 -0.132628 -0.284697 0.251961 -0.165363
10308 -0.12372 -0.28895 0.236399 -0.176272
10310 -0.113961 -0.292327 0.220157 -0.186131
10312 -0.103404 -0.294883 0.203308 -0.194979
10314 -0.092104 -0.296674 0.185924 -0.202854
10316 -0.0801223 -0.297749 0.168073 -0.209798
10318 -0.0675185 -0.298156 0.149817 -0.215857
10320 -0.054358 -0.297938 0.131223 -0.221073
10322 -0.0407107 -0.297138 0.112341 -0.225507
10324 -0.0266511 -0.295795 0.0932198 -0.229226
10326 -0.0122612 -0.293943 0.0739 -0.232304
10328 0.00236481 -0.291617 0.054413 -0.234839
10330 0.0171241 -0.288856 0.0347911 -0.23694
10332 0.0319015 -0.285695 0.0150609 -0.238733
10334 0.046571 -0.282173 -0.00474882 -0.240351
10336 0.0609952 -0.278329 -0.0246116 -0.241945
10338 0.0750287 -0.274201 -0.0444916 -0.243664
10340 0.0885199 -0.269831 -0.0643484 -0.245659
10342 0.101312 -0.265251 -0.0841312 -0.24807
10344 0.113249 -0.260495 -0.103783 -0.251029
10346 0.124177 -0.255593 -0.123234 -0.254651
10348 0.133949 -0.250571 -0.142402 -0.259024
10350 0.142429 -0.245443 -0.161194 -0.264208
10352 0.1495 -0.24022 -0.179514 -0.270234
10354 0.155053 -0.234904 -0.197259 -0.27711
10356 0.159003 -0.229488 -0.214326 -0.284812
10358 0.161281 -0.223962 -0.230612 -0.293292
10360 0.161843 -0.218307 -0.246011 -0.302475
10362 0.16067 -0.212501 -0.260425 -0.312257
10364 0.157766 -0.206525 -0.273767 -0.322526
10366 0.153161 -0.200355 -0.285959 -0.333152
10368 0.146909 -0.193967 -0.29694 -0.343997
10370 0.139081 -0.187339 -0.30666 -0.354918
10372 0.12977 -0.180453 -0.315088 -0.365771
10374 0.119085 -0.173291 -0.322209 -0.376415
10376 0.10715 -0.165844 -0.328022 -0.386717
10378 0.094099 -0.158104 -0.332543 -0.396548
10380 0.0800746 -0.150068 -0.335799 -0.405792
10382 0.0652219 -0.141735 -0.337828 -0.414341
10384 0.0496923 -0.133106 -0.338678 -0.422092
10386 0.0336309 -0.124188 -0.338402 -0.428959
10388 0.0171843 -0.11499 -0.337051 -0.434857
10390 0.000491089 -0.105522 -0.334678 -0.439709
10392 -0.0163113 -0.0957985 -0.331331 -0.443441
10394 -0.0330921 -0.0858332 -0.327062 -0.445987
10396 -0.0497218 -0.0756492 -0.321913 -0.447284
10398 -0.0660706 -0.0652664 -0.315928 -0.447265
10400 -0.0820119 -0.0547042 -0.309145 -0.445861
10402 -0.0974183 -0.0439845 -0.301597 -0.443
10404 -0.11216 -0.033128 -0.293317 -0.438606
10406 -0.126112 -0.0221604 -0.284332 -0.432605
10408 -0.139141 -0.0111123 -0.274669 -0.424923
10410 -0.151114 -1.59849e-05 -0.264353 -0.415483
10412 -0.161896 0.0110862 -0.253414 -0.404224
10414 -0.171348 0.0221412 -0.241885 -0.391092
10416 -0.179333 0.0330873 -0.229805 -0.376051
10418 -0.185715 0.0438524 -0.217219 -0.359081
10420 -0.190367 0.054352 -0.204182 -0.340197
10422 -0.193169 0.0644988 -0.190769 -0.319439
10424 -0.194021 0.074202 -0.177054 -0.296874
10426 -0.192845 0.0833753 -0.163132 -0.272601
10428 -0.18959 0.0919393 -0.149107 -0.246757
10430 -0.184239 0.0998236 -0.135096 -0.219511
10432 -0.176812 0.106977 -0.12122 -0.191055
10434 -0.167363 0.113374 -0.107605 -0.161595
10436 -0.15598 0.11901 -0.0943751 -0.131345
10438 -0.142797 0.123909 -0.0816542 -0.100543
10440 -0.127981 0.12811 -0.0695543 -0.0694256
10442 -0.111725 0.131677 -0.0581766 -0.0382243
10444 -0.0942443 0.134696 -0.0476041 -0.00715278
10446 -0.0757746 0.137259 -0.0378973 0.0235875
10448 -0.0565609 0.139472 -0.0290937 0.0538174
10450 -0.036848 0.141439 -0.0212118 0.0833794
10452 -0.0168772 0.143259 -0.014244 0.112138
10454 0.00312388 0.14502 -0.00815929 0.139984
10456 0.0229433 0.146792 -0.00290914 0.166826
10458 0.0423914 0.14863 0.00157705 0.192599
10460 0.0613006 0.150564 0.0053856 0.21725
10462 0.0795307 0.152598 0.00860956 0.240738
10464 0.0969661 0.154715 0.0113483 0.26303
10466 0.113516 0.156875 0.0137083 0.284099
10468 0.129114 0.159017 0.0157975 0.303928
10470 0.143716 0.161062 0.017718 0.322496
10472 0.157294 0.162916 0.0195687 0.339779
10474 0.169835 0.164473 0.0214406 0.355748
10476 0.181336 0.165617 0.0234151 0.370368
10478 0.191801 0.166228 0.0255602 0.383589
10480 0.201238 0.166185 0.0279317 0.395355
10482 0.209659 0.165367 0.0305686 0.405595
10484 0.217071 0.16366 0.0334913 0.414223
10486 0.223483 0.160958 0.0367023 0.421143
10488 0.228897 0.157166 0.0401857 0.426249
10490 0.233315 0.152211 0.0439091 0.429434
10492 0.236728 0.146032 0.0478273 0.430587
10494 0.239128 0.138591 0.0518756 0.429594
10496 0.240506 0.129868 0.055974 0.426347
10498 0.240854 0.119866 0.0600423 0.420762
10500 0.240163 0.108615 0.0639968 0.412775
10502 0.238429 0.0961593 0.0677604 0.402349
10504 0.235655 0.0825608 0.0712647 0.389481
10506 0.231854 0.0678977 0.0744531 0.374205
10508 0.227047 0.0522633 0.0772895 0.356599
10510 0.221261 0.0357727 0.0797593 0.336793
10512 0.214538 0.0185522 0.081867 0.314957
10514 0.206925 0.000740353 0.08364 0.291305
10516 0.198483 -0.0175097 0.0851265 0.2661
10518 0.189279 -0.0360367 0.0863932 0.239635
10520 0.17939 -0.0546723 0.0875253 0.212242
10522 0.168898 -0.0732406 0.0886199 0.184277
10524 0.157891 -0.0915593 0.0897855 0.156117
10526 0.146455 -0.109445 0.091135 0.128145
10528 0.134678 -0.126714 0.0927788 0.100742
10530 0.122647 -0.143194 0.0948252 0.0742791
10532 0.11045 -0.158715 0.0973737 0.0491087
10534 0.0981684 -0.173116 0.100513 0.0255653
10536 0.0858819 -0.186249 0.104307 0.0039398
10538 0.0736624 -0.197986 0.1088 -0.0155234
10540 0.0615805 -0.208209 0.114013 -0.0326161
10542 0.0496996 -0.216825 0.119942 -0.0471833
10544 0.0380777 -0.223757 0.126566 -0.0591135
10546 0.0267684 -0.228947 0.133839 -0.0683396
10548 0.0158222 -0.232356 0.141696 -0.0748378
10550 0.00528326 -0.233976 0.150057 -0.0786357
10552 -0.00481102 -0.233818 0.158835 -0.0797943
10554 -0.0144262 -0.231915 0.167933 -0.0784076
10556 -0.0235374 -0.228325 0.177254 -0.074609
10558 -0.0321261 -0.223131 0.18669 -0.0685675
10560 -0.0401792 -0.216435 0.196131 -0.0604839
10562 -0.0476921 -0.208363 0.205468 -0.050587
10564 -0.0546687 -0.19905 0.214592 -0.0391263
10566 -0.0611185 -0.188644 0.22339 -0.0263726
10568 -0.0670564 -0.177305 0.231739 -0.0126222
10570 -0.0725041 -0.165198 0.239518 0.00181665
10572 -0.0774885 -0.152481 0.246601 0.0166322
10574 -0.0820401 -0.139311 0.252859 0.0315084
10576 -0.086193 -0.125835 0.258164 0.0461366
10578 -0.0899895 -0.112185 0.262391 0.0602163
10580 -0.0934688 -0.09848 0.26542 0.0734709
10582 -0.0966679 -0.0848189 0.26715 0.085663
10584 -0.0996262 -0.0712861 0.267491 0.0965786
10586 -0.102382 -0.05795 0.266372 0.10604
10588 -0.104966 -0.0448623 0.263741 0.113912
10590 -0.107406 -0.0320598 0.25957 0.120104
10592 -0.109729 -0.0195704 0.253852 0.124552
10594 -0.111957 -0.00741511 0.2466 0.127229
10596 -0.114102 0.0043914 0.237846 0.128135
10598 -0.11618 0.0158352 0.227636 0.127291
10600 -0.118199 0.0268999 0.216031 0.124733
10602 -0.120167 0.0375639 0.203109 0.120505
10604 -0.122099 0.0478027 0.188954 0.114658
10606 -0.12401 0.0575823 0.173659 0.107232
10608 -0.125915 0.0668637 0.157319 0.0982681
10610 -0.127834 0.0756007 0.14004 0.087807
10612 -0.129786 0.0837502 0.121929 0.0758936
10614 -0.131794 0.0912681 0.103103 0.0625766
10616 -0.133875 0.0981067 0.0836717 0.0479033
10618 -0.136044 0.10422 0.063752 0.0319274
10620 -0.138313 0.109566 0.043463 0.014717
10622 -0.140683 0.114115 0.0229242 -0.00364382
10624 -0.143149 0.117845 0.00225308 -0.0230509
10626 -0.145693 0.120742 -0.0184357 -0.043386
10628 -0.148292 0.122806 -0.0390305 -0.0645158
10630 -0.150911 0.12405 -0.0594229 -0.0862847
10632 -0.153504 0.124499 -0.0795061 -0.108512
10634 -0.156023 0.12419 -0.0991803 -0.131013
10636 -0.158411 0.123171 -0.118349 -0.153589
10638 -0.160608 0.121496 -0.136916 -0.176028
10640 -0.162556 0.119228 -0.154788 -0.198116
10642 -0.164199 0.116437 -0.171871 -0.219632
10644 -0.165491 0.113196 -0.188071 -0.240366
10646 -0.166397 0.109573 -0.203298 -0.260122
10648 -0.16689 0.10564 -0.217465 -0.278715
10650 -0.16696 0.101467 -0.230486 -0.295979
10652 -0.166605 0.0971169 -0.242285 -0.311774
10654 -0.165839 0.0926519 -0.252796 -0.325983
10656 -0.164683 0.0881326 -0.261969 -0.338519
10658 -0.163171 0.0836151 -0.269774 -0.349331
10660 -0.161352 0.0791535 -0.276203 -0.358402
10662 -0.159277 0.0747963 -0.28127 -0.36575
10664 -0.156999 0.0705893 -0.285013 -0.371423
10666 -0.154577 0.0665726 -0.287497 -0.375501
10668 -0.152066 0.0627775 -0.288809 -0.378097
10670 -0.149513 0.0592253 -0.289052 -0.37934
10672 -0.14696 0.0559328 -0.288351 -0.379378
10674 -0.144441 0.0529102 -0.286841 -0.378372
10676 -0.141975 0.0501616 -0.284666 -0.37648
10678 -0.139572 0.0476855 -0.281972 -0.373858
10680 -0.137226 0.0454748 -0.278902 -0.370654
10682 -0.134918 0.0435129 -0.275588 -0.366994
10684 -0.132618 0.0417805 -0.272151 -0.362989
10686 -0.130285 0.0402604 -0.268694 -0.358718
10688 -0.127867 0.0389308 -0.265303 -0.354239
10690 -0.125302 0.0377731 -0.262048 -0.349576
10692 -0.122522 0.0367671 -0.258976 -0.344731
10694 -0.119465 0.0358902 -0.25611 -0.339685
10696 -0.116072 0.0351265 -0.253454 -0.3344
10698 -0.11229 0.0344649 -0.250989 -0.328814
10700 -0.108074 0.0338961 -0.248679 -0.322857
10702 -0.103392 0.0334161 -0.246464 -0.31644
10704 -0.0982232 0.0330248 -0.24427 -0.309468
10706 -0.0925641 0.0327264 -0.242004 -0.301842
10708 -0.08642 0.0325255 -0.239564 -0.293459
10710 -0.0798085 0.0324288 -0.236838 -0.284218
10712 -0.0727578 0.0324507 -0.233706 -0.274013
10714 -0.0653031 0.0326081 -0.230049 -0.262744
10716 -0.0574826 0.0329156 -0.225755 -0.250322
10718 -0.0493354 0.033384 -0.220714 -0.236665
10720 -0.0408987 0.0340238 -0.214827 -0.221702
10722 -0.0322104 0.0348423 -0.208017 -0.205385
10724 -0.0233024 0.0358502 -0.200222 -0.187674
10726 -0.0141961 0.0370473 -0.191401 -0.16855
10728 -0.00490735 0.0384369 -0.181536 -0.148006
10730 0.00454774 0.0400185 -0.170632 -0.126066
10732 0.0141572 0.0417916 -0.15872 -0.102771
10734 0.0239102 0.0437509 -0.145849 -0.0781875
10736 0.0337921 0.0458916 -0.132093 -0.0524089
10738 0.0437841 0.048207 -0.117544 -0.0255529
10740 0.05386 0.0506891 -0.102321 0.00222847
10742 0.0639868 0.0533338 -0.0865543 0.0307663
10744 0.0741231 0.0561345 -0.0703899 0.0598677
10746 0.0842084 0.0590825 -0.0539819 0.089309
10748 0.0941717 0.0621696 -0.0374838 0.118857
10750 0.10393 0.0653907 -0.0210549 0.148265
10752 0.113385 0.0687356 -0.00484514 0.177276
10754 0.122434 0.0721944 0.0110103 0.205638
10756 0.130956 0.075758 0.0263942 0.233108
10758 0.138834 0.0794111 0.0412068 0.259452
10760 0.145944 0.0831367 0.0553737 0.284455
10762 0.152169 0.0869148 0.0688385 0.307922
10764 0.1574 0.0907174 0.0815667 0.329684
10766 0.161534 0.0945105 0.0935428 0.349587
10768 0.164483 0.0982536 0.104777 0.367515
10770 0.166178 0.101897 0.115298 0.383373
10772 0.166565 0.105382 0.125147 0.397094
10774 0.165619 0.108642 0.134374 0.408635
10776 0.163328 0.111606 0.143041 0.417976
10778 0.159706 0.114194 0.151216 0.425117
10780 0.154785 0.116329 0.158973 0.430087
10782 0.148615 0.117934 0.166382 0.432931
10784 0.14126 0.118933 0.17351 0.433703
10786 0.132798 0.119264 0.180421 0.432484
10788 0.123322 0.118874 0.187169 0.429365
10790 0.112924 0.11772 0.193803 0.424447
10792 0.101706 0.115777 0.20036 0.417843
10794 0.0897709 0.113039 0.206866 0.409676
10796 0.0772195 0.109516 0.213337 0.400073
10798 0.0641504 0.105243 0.219779 0.389172
10800 0.0506602 0.100266 0.226188 0.377114
10802 0.0368431 0.0946525 0.232548 0.364044
10804 0.0227846 0.0884841 0.238838 0.350107
10806 0.00856222 0.0818539 0.245027 0.335444
10808 -0.00574723 0.0748588 0.251082 0.320193
10810 -0.0200746 0.0676029 0.256955 0.304483
10812 -0.0343603 0.0601864 0.262595 0.288421
10814 -0.0485465 0.0527004 0.267939 0.272093
10816 -0.0625777 0.0452312 0.272918 0.255571
10818 -0.0764011 0.0378541 0.277454 0.238907
10820 -0.0899665 0.0306241 0.281467 0.222125
10822 -0.103227 0.0235816 0.28487 0.205224
10824 -0.116137 0.0167486 0.287571 0.188183
10826 -0.128647 0.0101281 0.289477 0.170958
10828 -0.140705 0.00370772 0.29049 0.153493
10830 -0.152257 -0.00253495 0.290514 0.135722
10832 -0.163243 -0.00863286 0.289456 0.117579
10834 -0.173602 -0.0146243 0.287228 0.0990016
10836 -0.183263 -0.0205473 0.283748 0.0799372
10838 -0.192155 -0.0264437 0.27894 0.0603413
10840 -0.200199 -0.0323472 0.272735 0.0401887
10842 -0.207312 -0.0382876 0.26507 0.01947
10844 -0.213413 -0.0442881 0.255896 -0.00180452
10846 -0.218417 -0.0503618 0.245178 -0.0236003
10848 -0.222238 -0.0565138 0.232893 -0.0458582
10850 -0.224794 -0.0627406 0.219029 -0.0685052
10852 -0.226007 -0.0690328 0.203594 -0.0914457
10854 -0.225809 -0.0753737 0.186614 -0.114569
10856 -0.224142 -0.0817385 0.168136 -0.137745
10858 -0.220958 -0.0881011 0.148228 -0.160831
10860 -0.216222 -0.0944298 0.126986 -0.183665
10862 -0.209913 -0.100689 0.104534 -0.206067
10864 -0.20203 -0.10684 0.0810142 -0.227857
10866 -0.192591 -0.112843 0.0565962 -0.248838
10868 -0.181639 -0.11865 0.031475 -0.268814
10870 -0.169239 -0.124216 0.00586033 -0.287594
10872 -0.155476 -0.129495 -0.0200214 -0.304992
10874 -0.140463 -0.134438 -0.0459312 -0.320832
10876 -0.124339 -0.138997 -0.0716298 -0.334966
10878 -0.107263 -0.14313 -0.0968841 -0.347277
10880 -0.089416 -0.1468 -0.121469 -0.357685
10882 -0.0709998 -0.149972 -0.145179 -0.366151
10884 -0.0522297 -0.152626 -0.167829 -0.372685
10886 -0.0333333 -0.154745 -0.189261 -0.377339
10888 -0.0145419 -0.156319 -0.209339 -0.380199
10890 0.0039138 -0.157339 -0.227951 -0.381375
10892 0.0218113 -0.157797 -0.245014 -0.381
10894 0.0389427 -0.157692 -0.260473 -0.379222
10896 0.0551221 -0.157017 -0.274283 -0.376178
10898 0.0701873 -0.155762 -0.286418 -0.371993
10900 0.0840101 -0.153919 -0.296862 -0.366771
10902 0.0964905 -0.151473 -0.305609 -0.360591
10904 0.107561 -0.148408 -0.312664 -0.353511
10906 0.117187 -0.14471 -0.31804 -0.345563
10908 0.12536 -0.140366 -0.321754 -0.33676
10910 0.132103 -0.135366 -0.323832 -0.327095
10912 0.137459 -0.129706 -0.324311 -0.316558
10914 0.141485 -0.123391 -0.323231 -0.305137
10916 0.144246 -0.116435 -0.320646 -0.292835
10918 0.145815 -0.10886 -0.316618 -0.279664
10920 0.146273 -0.100701 -0.311222 -0.26565
10922 0.145704 -0.0920017 -0.304539 -0.250836
10924 0.144185 -0.082814 -0.296663 -0.235292
10926 0.141785 -0.0731983 -0.287703 -0.219116
10928 0.13857 -0.0632216 -0.277776 -0.202427
10930 0.134604 -0.0529526 -0.267008 -0.185356
10932 0.129947 -0.0424605 -0.255533 -0.168047
10934 0.124657 -0.0318153 -0.243498 -0.150657
10936 0.118788 -0.0210887 -0.23105 -0.13335
10938 0.112393 -0.0103503 -0.218337 -0.116294
10940 0.105525 0.000329965 -0.205499 -0.0996436
10942 0.0982394 0.0108853 -0.192666 -0.0835412
10944 0.0905901 0.0212511 -0.179958 -0.0681163
10946 0.0826314 0.0313615 -0.167466 -0.0534736
10948 0.0744194 0.0411539 -0.155261 -0.0396879
10950 0.0660131 0.0505649 -0.143383 -0.026805
10952 0.0574697 0.0595318 -0.131846 -0.0148447
10954 0.0488487 0.0679932 -0.12064 -0.00379812
10956 0.040207 0.0758935 -0.109716 0.0063848
10958 0.0315999 0.0831845 -0.0989973 0.0157871
10960 0.0230785 0.0898247 -0.0883931 0.0245101
10962 0.0146937 0.0957833 -0.0777979 0.0326791
10964 0.00649197 0.101039 -0.0670936 0.0404377
10966 -0.00148369 0.105581 -0.0561606 0.0479371
10968 -0.00919548 0.109414 -0.0448861 0.0553324
10970 -0.0166066 0.11256 -0.0331726 0.0627803
10972 -0.023677 0.115046 -0.0209457 0.0704236
10974 -0.0303637 0.116912 -0.00815781 0.0783902
10976 -0.0366143 0.1182 0.00520908 0.0867951
10978 -0.0423737 0.118966 0.0191391 0.0957318
10980 -0.0475812 0.119264 0.03358 0.105262
10982 -0.0521688 0.119147 0.0484455 0.115424
10984 -0.0560617 0.118672 0.063612 0.126222
10986 -0.0591848 0.117884 0.0789293 0.137628
10988 -0.0614621 0.116816 0.0942279 0.149582
10990 -0.0628183 0.11549 0.109316 0.161988
10992 -0.0631866 0.113917 0.123989 0.17472
10994 -0.0625134 0.112094 0.138031 0.187611
10996 -0.0607601 0.110005 0.151225 0.20047
10998 -0.0579083 0.107622 0.163362 0.213076
11000 -0.0539614 0.104906 0.174243 0.225188
11002 -0.048947 0.101808 0.183684 0.236545
11004 -0.0429173 0.0982781 0.191519 0.24688
11006 -0.0359469 0.0942687 0.197604 0.255926
11008 -0.0281311 0.0897396 0.201829 0.263438
11010 -0.0195857 0.0846601 0.204109 0.269183
11012 -0.0104411 0.0790105 0.204383 0.272952
11014 -0.000834844 0.0727887 0.202625 0.274579
11016 0.00908932 0.0660094 0.198836 0.273934
11018 0.0191881 0.0586978 0.193042 0.270928
11020 0.029323 0.0508959 0.185301 0.26552
11022 0.0393609 0.0426565 0.175687 0.257705
11024 0.0491802 0.0340407 0.164304 0.247525
11026 0.0586728 0.0251192 0.151272 0.235064
11028 0.0677436 0.0159679 0.136736 0.220447
11030 0.0763177 0.00666916 0.120862 0.203849
11032 0.0843324 -0.00269503 0.103838 0.185476
11034 0.0917428 -0.0120396 0.0858753 0.165579
11036 0.0985235 -0.021277 0.0672057 0.144452
11038 0.10466 -0.0303207 0.0480818 0.122421
11040 0.110148 -0.0390855 0.0287679 0.0998307
11042 0.114992 -0.0474929 0.00954067 0.0770403
11044 0.119204 -0.0554642 -0.00932248 0.0544177
11046 0.122798 -0.06293 -0.0275434 0.0323245
11048 0.125788 -0.0698375 -0.0448561 0.0110946
11050 0.128187 -0.0761547 -0.061008 -0.00897527
11052 0.130003 -0.0818659 -0.0757741 -0.0276365
11054 0.131239 -0.0869823 -0.0889598 -0.0447035
11056 0.131889 -0.0915428 -0.1004 -0.0600544
11058 0.131947 -0.0956159 -0.109971 -0.0736398
11060 0.131398 -0.0992943 -0.11758 -0.0854763
11062 0.130226 -0.10269 -0.12317 -0.0956336
11064 0.128413 -0.105939 -0.126715 -0.104241
11066 0.125941 -0.109181 -0.128219 -0.111459
11068 0.122794 -0.112566 -0.127712 -0.117484
11070 0.118958 -0.116237 -0.125248 -0.122527
11072 0.114418 -0.120324 -0.120897 -0.126803
11074 0.109164 -0.124932 -0.114747 -0.130515
11076 0.103182 -0.13014 -0.106905 -0.133862
11078 0.0964644 -0.135988 -0.097494 -0.137017
11080 0.0890048 -0.142477 -0.0866532 -0.140126
11082 0.0807986 -0.14957 -0.0745359 -0.143307
11084 0.0718444 -0.15719 -0.0613079 -0.146654
11086 0.0621429 -0.165232 -0.0471443 -0.150234
11088 0.0517044 -0.173564 -0.0322312 -0.15409
11090 0.0405489 -0.182023 -0.0167574 -0.158231
11092 0.0287103 -0.190434 -0.000913227 -0.162637
11094 0.0162381 -0.198612 0.0151084 -0.167266
11096 0.00319755 -0.206376 0.0311207 -0.172058
11098 -0.0103292 -0.213551 0.0469452 -0.176935
11100 -0.0242415 -0.219965 0.0624145 -0.181792
11102 -0.038421 -0.225459 0.0773714 -0.186509
11104 -0.0527402 -0.229895 0.0916795 -0.190956
11106 -0.0670644 -0.23316 0.10522 -0.195004
11108 -0.081243 -0.235163 0.117898 -0.198508
11110 -0.095125 -0.235843 0.129636 -0.201331
11112 -0.108556 -0.23517 0.140383 -0.203343
11114 -0.121383 -0.233143 0.150104 -0.204422
11116 -0.133459 -0.229787 0.158785 -0.204462
11118 -0.14465 -0.225152 0.166428 -0.203375
11120 -0.154831 -0.219307 0.17305 -0.201088
11122 -0.163892 -0.212339 0.178674 -0.197558
11124 -0.171747 -0.204343 0.183328 -0.192763
11126 -0.178324 -0.195421 0.187048 -0.186697
11128 -0.183576 -0.185675 0.18987 -0.179381
11130 -0.18748 -0.175209 0.191829 -0.170859
11132 -0.190035 -0.164123 0.192952 -0.161205
11134 -0.191266 -0.152517 0.193265 -0.150517
11136 -0.191227 -0.140483 0.192789 -0.138921
11138 -0.189989 -0.12811 0.191539 -0.12656
11140 -0.187642 -0.115486 0.18952 -0.113607
11142 -0.184293 -0.10269 0.186736 -0.100247
11144 -0.180055 -0.0898015 0.183182 -0.0866739
11146 -0.175047 -0.0768985 0.178853 -0.073093
11148 -0.169393 -0.0640538 0.173733 -0.0597137
11150 -0.163211 -0.0513348 0.167813 -0.0467325
11152 -0.156612 -0.0387972 0.161086 -0.0343232
11154 -0.149698 -0.0264936 0.153545 -0.0226461
11156 -0.142558 -0.0144666 0.145196 -0.0118284
11158 -0.135273 -0.00274992 0.136058 -0.00196495
11160 -0.127908 0.00862978 0.12616 0.0068823
11162 -0.120514 0.0196563 0.115549 0.0146916
11164 -0.113126 0.0303195 0.104288 0.0214815
11166 -0.105767 0.0406226 0.09246 0.0273152
11168 -0.098453 0.0505765 0.0801605 0.032284
11170 -0.0911896 0.0601991 0.0674995 0.0365089
11172 -0.0839727 0.0695141 0.0545994 0.0401408
11174 -0.0767853 0.0785506 0.0415872 0.0433524
11176 -0.0696047 0.0873414 0.0285909 0.0463276
11178 -0.0624051 0.0959192 0.0157359 0.0492501
11180 -0.0551525 0.104317 0.00314397 0.0523083
11182 -0.0478024 0.112563 -0.00907193 0.0556891
11184 -0.0403116 0.120679 -0.0208154 0.0595517
11186 -0.0326334 0.128672 -0.0320021 0.0640362
11188 -0.0247204 0.13654 -0.0425598 0.0692602
11190 -0.0165313 0.144272 -0.0524334 0.075307
11192 -0.0080281 0.151841 -0.0615851 0.0822276
11194 0.000818159 0.159209 -0.069998 0.0900295
11196 0.0100237 0.16633 -0.0776694 0.0986846
11198 0.0195879 0.173147 -0.0846156 0.10812
11200 0.0294943 0.179596 -0.0908705 0.11822
11202 0.0397094 0.185607 -0.0964859 0.128831
11204 0.0501781 0.191115 -0.101533 0.13976
11206 0.0608306 0.19605 -0.106097 0.150784
11208 0.0715793 0.200349 -0.110275 0.161654
11210 0.0823246 0.203947 -0.114177 0.172094
11212 0.0929583 0.206786 -0.117914 0.18183
11214 0.103365 0.208813 -0.121593 0.190585
11216 0.113425 0.209982 -0.125318 0.198089
11218 0.123019 0.210256 -0.129181 0.204093
11220 0.132034 0.209611 -0.133262 0.208383
11222 0.140364 0.208027 -0.137618 0.210774
11224 0.147916 0.205505 -0.142278 0.211143
11226 0.154611 0.202055 -0.147249 0.209417
11228 0.160383 0.197701 -0.15251 0.205573
11230 0.165184 0.192487 -0.158013 0.199657
11232 0.168985 0.18647 -0.163678 0.191777
11234 0.171772 0.179723 -0.169407 0.182089
11236 0.173545 0.17233 -0.175078 0.170797
11238 0.174315 0.164385 -0.180549 0.158152
11240 0.174103 0.155999 -0.185666 0.144436
11242 0.172933 0.14729 -0.190262 0.129961
11244 0.170834 0.138379 -0.194163 0.11505
11246 0.167841 0.129395 -0.197201 0.100036
11248 0.163986 0.120464 -0.199205 0.0852441
11250 0.159299 0.111707 -0.200017 0.0709891
11252 0.153815 0.103236 -0.199489 0.0575626
11254 0.147569 0.0951525 -0.197491 0.0452308
11256 0.140596 0.0875415 -0.193916 0.0342214
