# Time-averaged data for fix 4
# TimeStep c_3[1] c_3[2] c_3[3] c_3[4]
48178 -0.0691007 0.0775847 -0.116145 -0.107661
48180 -0.0585162 0.0657033 -0.101804 -0.0946168
48182 -0.0479104 0.0525067 -0.0873857 -0.0827894
48184 -0.0373372 0.038064 -0.0729654 -0.0722386
48186 -0.0268458 0.0224493 -0.0586134 -0.06301
48188 -0.0164799 0.00574579 -0.0443947 -0.0551288
48190 -0.00627593 -0.0119538 -0.0303641 -0.0485938
48192 0.00373312 -0.0305403 -0.0165733 -0.0433805
48194 0.0135197 -0.0498922 -0.003068 -0.0394404
48196 0.0230546 -0.0698671 0.010107 -0.0367055
48198 0.0323133 -0.0903064 0.0229129 -0.0350802
48200 0.04127 -0.111034 0.0353213 -0.0344426
48202 0.0498967 -0.131863 0.0473066 -0.0346594
48204 0.0581632 -0.152589 0.0588497 -0.0355762
48206 0.0660331 -0.173002 0.0699362 -0.0370329
48208 0.0734616 -0.192887 0.0805591 -0.0388663
48210 0.0803978 -0.212026 0.0907148 -0.040913
48212 0.0867796 -0.230209 0.100398 -0.0430313
48214 0.0925378 -0.247234 0.109601 -0.0450951
48216 0.0975976 -0.262915 0.118317 -0.0469996
48218 0.101877 -0.277081 0.126529 -0.0486754
48220 0.10529 -0.289587 0.134208 -0.0500891
48222 0.107752 -0.300307 0.141314 -0.0512416
48224 0.109184 -0.309141 0.147798 -0.0521587
48226 0.109514 -0.316012 0.153601 -0.0528973
48228 0.108686 -0.320862 0.15865 -0.0535266
48230 0.106662 -0.323652 0.16286 -0.0541308
48232 0.103421 -0.324362 0.166141 -0.054799
48234 0.0989689 -0.322985 0.168405 -0.055611
48236 0.0933463 -0.319533 0.169557 -0.0566299
48238 0.0866196 -0.314028 0.169515 -0.0578937
48240 0.0788793 -0.306506 0.168199 -0.0594279
48242 0.0702388 -0.297021 0.165543 -0.0612395
48244 0.0608345 -0.285645 0.161492 -0.0633181
48246 0.0508204 -0.272468 0.156009 -0.0656387
48248 0.0403563 -0.257604 0.149071 -0.0681766
48250 0.0296068 -0.24119 0.140682 -0.0709012
48252 0.0187389 -0.223385 0.13086 -0.0737865
48254 0.00790552 -0.204376 0.119646 -0.0768248
48256 -0.00275487 -0.184368 0.107098 -0.0800243
48258 -0.0131243 -0.163588 0.0932989 -0.0834135
48260 -0.0231028 -0.142276 0.0783469 -0.0870314
48262 -0.0326118 -0.120673 0.0623579 -0.0909268
48264 -0.0415916 -0.0990235 0.0454665 -0.0951486
48266 -0.0500018 -0.0775681 0.0278174 -0.0997526
48268 -0.0578169 -0.0565344 0.00956753 -0.104784
48270 -0.0650273 -0.0361353 -0.009118 -0.110281
48272 -0.0716299 -0.0165609 -0.0280715 -0.116262
48274 -0.0776321 0.00202008 -0.0471194 -0.122731
48276 -0.083044 0.0194614 -0.0660931 -0.129676
48278 -0.087881 0.0356459 -0.0848286 -0.137064
48280 -0.092157 0.0504775 -0.103166 -0.144846
48282 -0.0958764 0.0638844 -0.12096 -0.152952
48284 -0.0990464 0.0758171 -0.138084 -0.161313
48286 -0.101674 0.0862457 -0.154424 -0.169852
48288 -0.103762 0.0951582 -0.169886 -0.17849
48290 -0.105315 0.102555 -0.184399 -0.18716
48292 -0.106333 0.108446 -0.19791 -0.195797
48294 -0.106814 0.11286 -0.21038 -0.204334
48296 -0.106757 0.115831 -0.221794 -0.21272
48298 -0.106165 0.117411 -0.232145 -0.220899
48300 -0.105042 0.117662 -0.241444 -0.228824
48302 -0.103392 0.116646 -0.249706 -0.236452
48304 -0.101222 0.114444 -0.256954 -0.243731
48306 -0.0985431 0.111146 -0.263209 -0.250607
48308 -0.095372 0.106849 -0.268494 -0.257017
48310 -0.091724 0.101661 -0.272824 -0.262887
48312 -0.0876239 0.0956949 -0.276213 -0.268142
48314 -0.0831019 0.0890691 -0.278664 -0.272697
48316 -0.0781961 0.0819049 -0.280173 -0.276464
48318 -0.0729544 0.0743261 -0.280729 -0.279358
48320 -0.0674267 0.0664531 -0.280311 -0.281285
48322 -0.0616693 0.058408 -0.278892 -0.282153
48324 -0.0557398 0.05031 -0.276442 -0.281872
48326 -0.0497014 0.0422738 -0.27293 -0.280358
48328 -0.0436141 0.0344094 -0.268319 -0.277523
48330 -0.0375419 0.0268248 -0.262579 -0.273297
48332 -0.0315463 0.0196242 -0.255687 -0.267609
48334 -0.025687 0.0129041 -0.247623 -0.260406
48336 -0.020019 0.00675381 -0.238379 -0.251644
48338 -0.0145937 0.00125531 -0.227958 -0.241297
48340 -0.00945659 -0.00352429 -0.216375 -0.229356
48342 -0.00464584 -0.00752989 -0.203662 -0.215838
48344 -0.000201106 -0.0107158 -0.189866 -0.200783
48346 0.00384881 -0.0130518 -0.175045 -0.184248
48348 0.00748079 -0.0145195 -0.159273 -0.166312
48350 0.0106827 -0.0151127 -0.142635 -0.147065
48352 0.0134479 -0.0148355 -0.125226 -0.126614
48354 0.0157786 -0.0137024 -0.107152 -0.105076
48356 0.0176907 -0.0117364 -0.0885237 -0.0825695
48358 0.0192067 -0.0089651 -0.0694579 -0.0592163
48360 0.0203603 -0.00542239 -0.050075 -0.0351371
48362 0.021194 -0.00114616 -0.0304966 -0.0104488
48364 0.0217568 0.00382494 -0.0108467 0.014735
48366 0.0221032 0.00944735 0.00875437 0.040305
48368 0.0222948 0.0156798 0.0281889 0.0661635
48370 0.0223944 0.0224736 0.0473404 0.0922085
48372 0.0224617 0.0297741 0.0660966 0.118332
48374 0.0225553 0.0375254 0.0843475 0.144428
48376 0.0227317 0.0456671 0.101986 0.170385
48378 0.0230408 0.0541341 0.118908 0.196083
48380 0.0235265 0.0628556 0.135016 0.221398
48382 0.024226 0.0717612 0.150205 0.246192
48384 0.025167 0.0807757 0.164382 0.270324
48386 0.026363 0.0898199 0.177453 0.293636
48388 0.0278168 0.0988142 0.189337 0.315968
48390 0.0295168 0.107679 0.199961 0.337157
48392 0.0314358 0.116333 0.209258 0.357027
48394 0.0335308 0.124695 0.217178 0.375403
48396 0.0357434 0.132684 0.223681 0.392108
48398 0.0380049 0.14022 0.22875 0.406976
48400 0.0402329 0.147234 0.232383 0.41985
48402 0.0423409 0.153658 0.234593 0.430592
48404 0.0442338 0.159436 0.235413 0.439083
48406 0.0458189 0.164528 0.234884 0.445232
48408 0.0470003 0.168904 0.233063 0.448968
48410 0.0476905 0.172549 0.230016 0.450255
48412 0.0478104 0.175468 0.225816 0.449094
48414 0.0472957 0.177684 0.220544 0.445524
48416 0.0460957 0.179241 0.214283 0.439619
48418 0.0441743 0.180196 0.207119 0.43149
48420 0.0415069 0.180624 0.199146 0.421277
48422 0.0380901 0.180609 0.190452 0.409151
48424 0.0339342 0.180235 0.181134 0.395304
48426 0.0290725 0.179595 0.171291 0.379959
48428 0.0235565 0.178775 0.161026 0.363358
48430 0.0174574 0.17785 0.150444 0.345751
48432 0.0108633 0.176886 0.139661 0.32741
48434 0.00388177 0.175934 0.128795 0.308611
48436 -0.00336149 0.175029 0.117977 0.289644
48438 -0.0107188 0.174189 0.107343 0.270814
48440 -0.0180364 0.173412 0.0970301 0.252406
48442 -0.0251505 0.172677 0.0871766 0.234703
48444 -0.0318976 0.171945 0.0779198 0.217967
48446 -0.0381146 0.171164 0.0693841 0.202434
48448 -0.0436447 0.170263 0.0616843 0.188302
48450 -0.0483393 0.169156 0.0549174 0.175734
48452 -0.0520699 0.167748 0.0491564 0.164834
48454 -0.0547311 0.165939 0.0444572 0.155666
48456 -0.0562408 0.163629 0.0408483 0.148236
48458 -0.0565478 0.160708 0.0383336 0.142494
48460 -0.0556341 0.157072 0.036893 0.138331
48462 -0.0535094 0.152621 0.0364914 0.135603
48464 -0.0502185 0.147263 0.0370754 0.13412
48466 -0.0458355 0.14092 0.0385844 0.133668
48468 -0.0404562 0.133526 0.0409491 0.134019
48470 -0.0341998 0.125031 0.0440974 0.134929
48472 -0.0272012 0.115405 0.047965 0.136169
48474 -0.0196029 0.10464 0.0524917 0.137529
48476 -0.0115529 0.0927487 0.0576233 0.138819
48478 -0.00320177 0.0797696 0.0633197 0.139888
48480 0.00530517 0.0657671 0.0695482 0.14062
48482 0.0138274 0.0508261 0.0762876 0.140941
48484 0.0222319 0.0350498 0.0835199 0.140802
48486 0.0303951 0.0185521 0.0912321 0.140179
48488 0.0382022 0.00146881 0.0994136 0.139085
48490 0.0455416 -0.0160514 0.108046 0.137536
48492 0.0523108 -0.033857 0.117102 0.135555
48494 0.0584146 -0.0517945 0.126539 0.133159
48496 0.0637645 -0.0697057 0.136299 0.130358
48498 0.0682789 -0.0874354 0.146303 0.127146
48500 0.0718898 -0.104834 0.156454 0.12351
48502 0.0745348 -0.121759 0.166642 0.119417
48504 0.0761696 -0.138079 0.176735 0.114826
48506 0.0767671 -0.153672 0.186587 0.109682
48508 0.0763236 -0.168426 0.196045 0.103942
48510 0.0748577 -0.182249 0.204948 0.097557
48512 0.0724035 -0.195058 0.21313 0.0904751
48514 0.0690232 -0.20679 0.220428 0.0826613
48516 0.0647962 -0.21739 0.226682 0.0740884
48518 0.0598213 -0.226824 0.231742 0.0647391
48520 0.054213 -0.235068 0.235465 0.0546097
48522 0.0480976 -0.242107 0.237724 0.043715
48524 0.0416024 -0.247932 0.23841 0.0320808
48526 0.0348588 -0.252538 0.237428 0.019749
48528 0.0279976 -0.255914 0.234701 0.00678471
48530 0.021146 -0.258053 0.230184 -0.006723
48532 0.0144217 -0.258943 0.223854 -0.0206669
48534 0.00792878 -0.258569 0.215714 -0.0349256
48536 0.00175549 -0.256914 0.205791 -0.0493679
48538 -0.00402122 -0.253962 0.194132 -0.0638513
48540 -0.00933882 -0.249703 0.18081 -0.0782319
48542 -0.0141527 -0.244134 0.165917 -0.0923692
48544 -0.018428 -0.237268 0.149567 -0.10613
48546 -0.0221436 -0.229141 0.131884 -0.119401
48548 -0.0252878 -0.219805 0.113007 -0.132086
48550 -0.0278602 -0.209337 0.0930915 -0.144105
48552 -0.0298667 -0.197833 0.0722959 -0.155404
48554 -0.0313223 -0.185416 0.0507868 -0.165951
48556 -0.0322463 -0.172226 0.0287452 -0.175727
48558 -0.0326635 -0.158419 0.00635785 -0.184725
48560 -0.0326004 -0.144164 -0.0161827 -0.192948
48562 -0.0320915 -0.129636 -0.0386812 -0.200409
48564 -0.0311768 -0.11501 -0.0609404 -0.207127
48566 -0.0298945 -0.100458 -0.0827592 -0.213112
48568 -0.0282871 -0.0861425 -0.103942 -0.218372
48570 -0.026404 -0.072207 -0.124305 -0.222916
48572 -0.0242956 -0.0587763 -0.143673 -0.226745
48574 -0.0220119 -0.0459487 -0.161895 -0.229855
48576 -0.0196022 -0.0337922 -0.178843 -0.232238
48578 -0.0171161 -0.0223474 -0.194423 -0.233887
48580 -0.0146031 -0.0116232 -0.208563 -0.234789
48582 -0.0121075 -0.00160345 -0.221223 -0.234934
48584 -0.00967139 0.00774929 -0.232391 -0.234313
48586 -0.00733303 0.0164952 -0.242081 -0.232918
48588 -0.00512431 0.0247056 -0.25033 -0.230749
48590 -0.00306987 0.0324553 -0.257194 -0.227808
48592 -0.00119298 0.0398177 -0.262737 -0.224112
48594 0.000492321 0.046863 -0.267031 -0.219676
48596 0.00197989 0.0536428 -0.27015 -0.214527
48598 0.00326919 0.0601954 -0.272159 -0.208695
48600 0.00435831 0.0665425 -0.273123 -0.202223
48602 0.00525565 0.0726851 -0.273097 -0.195157
48604 0.00596537 0.0786098 -0.272125 -0.18755
48606 0.00649091 0.0842891 -0.270246 -0.179466
48608 0.00683731 0.0896815 -0.267489 -0.170971
48610 0.00701034 0.0947454 -0.263878 -0.162122
48612 0.00701604 0.0994369 -0.259425 -0.152973
48614 0.00685499 0.103717 -0.254147 -0.143575
48616 0.00653273 0.107556 -0.248056 -0.133967
48618 0.00605212 0.110927 -0.241162 -0.124183
48620 0.0054235 0.113811 -0.233476 -0.114242
48622 0.00465701 0.116199 -0.225011 -0.104155
48624 0.00376449 0.118084 -0.215782 -0.0939337
48626 0.00276406 0.119462 -0.20581 -0.0835838
48628 0.00167557 0.120332 -0.195117 -0.073109
48630 0.000522455 0.120688 -0.183726 -0.062516
48632 -0.000673377 0.12052 -0.171671 -0.0518237
48634 -0.00189259 0.119817 -0.158988 -0.0410639
48636 -0.0031195 0.118559 -0.145729 -0.0302892
48638 -0.00434026 0.116734 -0.131947 -0.0195534
48640 -0.00554517 0.114323 -0.117704 -0.00892636
48642 -0.006733 0.111305 -0.103073 0.00149848
48644 -0.00790455 0.107672 -0.0881378 0.01163
48646 -0.0090638 0.103424 -0.0729885 0.0213716
48648 -0.010216 0.0985634 -0.0577212 0.0306262
48650 -0.0113616 0.0931127 -0.0424388 0.0393123
48652 -0.0124997 0.0871083 -0.027255 0.0473537
48654 -0.0136248 0.0806031 -0.0122832 0.0546951
48656 -0.0147292 0.0736694 0.0023621 0.0613023
48658 -0.0157908 0.0663922 0.0165735 0.067175
48660 -0.0167873 0.058869 0.030246 0.0723277
48662 -0.017695 0.0512058 0.0432822 0.0767931
48664 -0.0184878 0.0435124 0.0555926 0.0806172
48666 -0.0191422 0.0359015 0.0671051 0.0838644
48668 -0.0196414 0.0284821 0.0777569 0.0865977
48670 -0.0199734 0.0213563 0.0875052 0.0888882
48672 -0.0201266 0.0146119 0.0963263 0.0908116
48674 -0.0200955 0.00832496 0.104216 0.0924451
48676 -0.0198781 0.0025586 0.111185 0.0938653
48678 -0.0194696 -0.00263225 0.11726 0.0951578
48680 -0.0188585 -0.00720944 0.122477 0.0964089
48682 -0.0180301 -0.0111446 0.126885 0.0977098
48684 -0.0169619 -0.014418 0.130541 0.0991616
48686 -0.0156273 -0.017021 0.133509 0.100861
48688 -0.013989 -0.0189584 0.135851 0.102904
48690 -0.0120033 -0.0202431 0.137633 0.105387
48692 -0.00961811 -0.0209 0.138917 0.108399
48694 -0.00678615 -0.0209617 0.139765 0.112017
48696 -0.00346539 -0.0204669 0.140234 0.116302
48698 0.000383436 -0.0194627 0.140377 0.121298
48700 0.00478623 -0.0180003 0.140242 0.127028
48702 0.0097553 -0.016134 0.139865 0.133487
48704 0.0152837 -0.0139156 0.139277 0.140645
48706 0.021346 -0.0113965 0.138495 0.148445
48708 0.027894 -0.00862299 0.137532 0.156803
48710 0.0348625 -0.00563625 0.136394 0.16562
48712 0.0421691 -0.00247215 0.135078 0.174775
48714 0.0497122 0.000838208 0.133573 0.184123
48716 0.0573768 0.00426862 0.131868 0.193514
48718 0.0650393 0.00779941 0.12995 0.202789
48720 0.0725745 0.0114078 0.127802 0.211784
48722 0.0798538 0.015075 0.125411 0.220339
48724 0.0867477 0.018779 0.122773 0.2283
48726 0.0931346 0.0224968 0.119887 0.235518
48728 0.0988961 0.0262016 0.116752 0.24185
48730 0.103924 0.0298577 0.113376 0.247158
48732 0.10812 0.0334268 0.109769 0.251315
48734 0.111396 0.0368601 0.105944 0.254201
48736 0.113682 0.0400975 0.101909 0.255689
48738 0.114918 0.0430746 0.0976705 0.255663
48740 0.115064 0.0457204 0.0932274 0.254012
48742 0.114104 0.047961 0.0885725 0.250637
48744 0.112033 0.0497193 0.0836951 0.245448
48746 0.10887 0.0509181 0.0785767 0.238365
48748 0.10466 0.0514843 0.0731914 0.229336
48750 0.099469 0.051347 0.0675117 0.218328
48752 0.0933851 0.050443 0.0615109 0.205339
48754 0.0865148 0.0487106 0.0551649 0.19039
48756 0.0789788 0.046099 0.0484557 0.173533
48758 0.0709117 0.0425672 0.0413755 0.154854
48760 0.062453 0.0380793 0.0339233 0.134456
48762 0.0537454 0.0326051 0.026108 0.112459
48764 0.0449327 0.0261277 0.0179519 0.0890123
48766 0.0361626 0.0186438 0.00949554 0.064302
48768 0.0275747 0.0101629 0.000788119 0.0385257
48770 0.0193023 0.000710943 -0.00810551 0.0119077
48772 0.0114685 -0.00966496 -0.0171143 -0.0153108
48774 0.00418476 -0.0209006 -0.026161 -0.0428768
48776 -0.00245651 -0.0329026 -0.0351638 -0.070523
48778 -0.00837582 -0.0455555 -0.0440398 -0.0979712
48780 -0.0135137 -0.0587214 -0.0527061 -0.124941
48782 -0.0178304 -0.0722429 -0.0610912 -0.151164
48784 -0.0213105 -0.08595 -0.0691342 -0.176395
48786 -0.0239595 -0.0996667 -0.0767896 -0.200416
48788 -0.0258001 -0.113211 -0.0840291 -0.22304
48790 -0.0268774 -0.1264 -0.0908427 -0.24412
48792 -0.0272509 -0.139057 -0.0972418 -0.26355
48794 -0.026992 -0.151019 -0.103256 -0.281268
48796 -0.0261749 -0.162133 -0.108938 -0.297247
48798 -0.0248792 -0.17227 -0.114356 -0.311505
48800 -0.0231841 -0.181315 -0.119593 -0.324092
48802 -0.0211614 -0.189176 -0.124741 -0.335078
48804 -0.0188716 -0.195777 -0.129897 -0.344545
48806 -0.0163633 -0.201059 -0.135159 -0.352582
48808 -0.0136732 -0.204982 -0.14062 -0.359275
48810 -0.0108276 -0.207516 -0.146357 -0.3647
48812 -0.00784215 -0.208648 -0.15243 -0.36892
48814 -0.00472461 -0.208376 -0.158881 -0.371982
48816 -0.00147827 -0.206706 -0.165722 -0.373907
48818 0.00189293 -0.203657 -0.172938 -0.374703
48820 0.00538609 -0.199252 -0.180482 -0.374348
48822 0.00899586 -0.193519 -0.188274 -0.372797
48824 0.0127112 -0.186484 -0.196208 -0.369981
48826 0.0165141 -0.178176 -0.204154 -0.365815
48828 0.020382 -0.168627 -0.211958 -0.360203
48830 0.0242849 -0.157872 -0.219454 -0.353041
48832 0.028187 -0.145948 -0.22647 -0.344231
48834 0.0320474 -0.132895 -0.232827 -0.333675
48836 0.0358255 -0.118759 -0.238357 -0.32129
48838 0.0394806 -0.10359 -0.242903 -0.307013
48840 0.0429727 -0.0874513 -0.246324 -0.290803
48842 0.0462626 -0.0704129 -0.248506 -0.272656
48844 0.0493155 -0.0525534 -0.249359 -0.252597
48846 0.0521054 -0.0339619 -0.248819 -0.230675
48848 0.05461 -0.014741 -0.246847 -0.206978
48850 0.0568171 0.0049962 -0.243436 -0.181623
48852 0.0587177 0.0251209 -0.238603 -0.154765
48854 0.0603091 0.0454948 -0.232388 -0.126584
48856 0.0615916 0.0659642 -0.224849 -0.0972936
48858 0.0625649 0.0863671 -0.216062 -0.0671301
48860 0.0632274 0.106534 -0.20611 -0.0363485
48862 0.0635747 0.126293 -0.195085 -0.00521735
48864 0.063595 0.145471 -0.183088 0.0259782
48866 0.0632722 0.163897 -0.170218 0.0569516
48868 0.0625908 0.181404 -0.156578 0.0874168
48870 0.0615294 0.197838 -0.142279 0.117089
48872 0.0600653 0.213051 -0.127427 0.145689
48874 0.0581747 0.226904 -0.112136 0.172942
48876 0.0558377 0.239271 -0.0965203 0.198588
48878 0.0530395 0.250039 -0.080687 0.222391
48880 0.0497708 0.259118 -0.0647494 0.244139
48882 0.0460359 0.266431 -0.0488232 0.263644
48884 0.0418499 0.271916 -0.0330185 0.280747
48886 0.0372345 0.275525 -0.0174421 0.295317
48888 0.0322203 0.27723 -0.0021982 0.307252
48890 0.0268459 0.27702 0.0126133 0.316479
48892 0.021157 0.2749 0.0268954 0.322952
48894 0.0152048 0.270891 0.0405553 0.326651
48896 0.0090431 0.26503 0.0535101 0.327583
48898 0.00272685 0.257365 0.0656783 0.32577
48900 -0.00369656 0.24796 0.0769817 0.321245
48902 -0.0101835 0.236881 0.0873464 0.314044
48904 -0.0166985 0.22421 0.0967068 0.304219
48906 -0.0232139 0.210036 0.105002 0.291825
48908 -0.0297138 0.194453 0.112179 0.276919
48910 -0.0361942 0.177562 0.118191 0.259559
48912 -0.0426658 0.15947 0.123003 0.239806
48914 -0.0491471 0.140287 0.126588 0.217728
48916 -0.0556636 0.120129 0.128934 0.1934
48918 -0.0622432 0.0991136 0.130041 0.166911
48920 -0.0689156 0.0773658 0.129921 0.138371
48922 -0.0757059 0.0550103 0.128601 0.107906
48924 -0.0826228 0.0321692 0.126125 0.0756717
48926 -0.0896666 0.00896269 0.12255 0.0418463
48928 -0.0968264 -0.0144928 0.117947 0.00662769
48930 -0.104068 -0.0380803 0.112401 -0.0297469
48932 -0.11134 -0.0616906 0.106011 -0.0670198
48934 -0.118576 -0.0852132 0.0988876 -0.104902
48936 -0.125694 -0.108537 0.0911498 -0.143081
48938 -0.132594 -0.131552 0.0829288 -0.181217
48940 -0.139172 -0.154143 0.0743631 -0.218953
48942 -0.14532 -0.176198 0.0655895 -0.255929
48944 -0.150919 -0.197601 0.0567429 -0.291776
48946 -0.155852 -0.21824 0.0479548 -0.326137
48948 -0.16001 -0.238 0.0393432 -0.358667
48950 -0.163296 -0.256769 0.0310124 -0.389052
48952 -0.165627 -0.274435 0.0230475 -0.417015
48954 -0.166935 -0.290898 0.0155119 -0.442321
48956 -0.16717 -0.30606 0.00844959 -0.464781
48958 -0.166308 -0.319837 0.00188868 -0.484256
48960 -0.164346 -0.332154 -0.00415536 -0.500655
48962 -0.161309 -0.342946 -0.00967869 -0.513934
48964 -0.157245 -0.352164 -0.014685 -0.524094
48966 -0.152228 -0.359765 -0.0191758 -0.531168
48968 -0.146351 -0.365722 -0.0231547 -0.535228
48970 -0.13973 -0.370018 -0.0266185 -0.536366
48972 -0.132493 -0.372648 -0.0295557 -0.534696
48974 -0.124787 -0.373615 -0.0319471 -0.53035
48976 -0.116768 -0.372932 -0.0337632 -0.523463
48978 -0.108595 -0.37062 -0.0349645 -0.514179
48980 -0.10043 -0.366703 -0.0355106 -0.502644
48982 -0.0924273 -0.361213 -0.0353611 -0.489001
48984 -0.0847287 -0.354183 -0.0344732 -0.473385
48986 -0.077459 -0.345651 -0.0328058 -0.455916
48988 -0.0707314 -0.335654 -0.0303266 -0.436712
48990 -0.0646358 -0.324231 -0.0270116 -0.415879
48992 -0.0592402 -0.311426 -0.0228497 -0.393516
48994 -0.0545846 -0.297285 -0.0178382 -0.369708
48996 -0.0506887 -0.281858 -0.0119819 -0.344528
48998 -0.0475469 -0.265198 -0.00529829 -0.318043
49000 -0.0451337 -0.247364 0.00218364 -0.290314
49002 -0.0434085 -0.228425 0.0104267 -0.261407
49004 -0.0423107 -0.208455 0.0193863 -0.23138
49006 -0.0417685 -0.187536 0.0290111 -0.200293
49008 -0.0417038 -0.165758 0.039246 -0.168216
49010 -0.0420332 -0.143222 0.050034 -0.135221
49012 -0.0426711 -0.120034 0.0613104 -0.101394
49014 -0.0435366 -0.0963106 0.0730098 -0.0668374
49016 -0.044553 -0.0721775 0.0850643 -0.0316662
49018 -0.045644 -0.0477693 0.0974016 0.00398822
49020 -0.0467391 -0.0232305 0.109943 0.0399734
49022 -0.047772 0.00129275 0.122605 0.0761259
49024 -0.0486819 0.0256482 0.135301 0.112267
49026 -0.0494184 0.0496842 0.147935 0.1482
49028 -0.0499358 0.0732482 0.160406 0.183718
49030 -0.0501892 0.0961832 0.17261 0.218604
49032 -0.0501423 0.118336 0.184443 0.252637
49034 -0.0497669 0.139558 0.195805 0.285596
49036 -0.0490384 0.159699 0.206591 0.317251
49038 -0.0479399 0.178615 0.216699 0.347374
49040 -0.0464605 0.196172 0.226035 0.375747
49042 -0.0445946 0.212239 0.23451 0.402154
49044 -0.0423479 0.226689 0.242036 0.426378
49046 -0.0397292 0.239406 0.24853 0.448207
49048 -0.0367567 0.250281 0.253913 0.467438
49050 -0.0334541 0.25922 0.258104 0.483871
49052 -0.0298559 0.266133 0.261027 0.497305
49054 -0.0260019 0.270946 0.26261 0.507554
49056 -0.0219402 0.273606 0.262788 0.514453
49058 -0.017728 0.274075 0.2615 0.517847
49060 -0.0134273 0.272344 0.258701 0.517618
49062 -0.00911145 0.268427 0.254357 0.513673
49064 -0.00485722 0.262366 0.248449 0.505958
49066 -0.000746347 0.254233 0.240978 0.494464
49068 0.00313629 0.244132 0.231955 0.479224
49070 0.00670427 0.232193 0.221418 0.460316
49072 0.00987947 0.218569 0.209421 0.43787
49074 0.0125886 0.203437 0.196037 0.412063
49076 0.0147705 0.186994 0.181354 0.383119
49078 0.0163741 0.169451 0.16548 0.351306
49080 0.0173589 0.151032 0.14854 0.316931
49082 0.0176963 0.131969 0.13067 0.280336
49084 0.0173717 0.112499 0.112027 0.241897
49086 0.0163838 0.0928618 0.092768 0.202014
49088 0.0147484 0.0732963 0.0730654 0.16111
49090 0.0124946 0.0540379 0.0531004 0.119633
49092 0.0096603 0.0353131 0.0330596 0.078033
49094 0.00629709 0.0173337 0.0131319 0.0367627
49096 0.00246557 0.000299168 -0.0064949 -0.00373016
49098 -0.00176302 -0.0156098 -0.0256369 -0.0430097
49100 -0.00631437 -0.0302345 -0.0441207 -0.0806696
49102 -0.0111059 -0.0434403 -0.0617858 -0.116332
49104 -0.0160536 -0.0551142 -0.0784824 -0.14965
49106 -0.0210748 -0.0651734 -0.0940828 -0.180331
49108 -0.0260899 -0.0735592 -0.108479 -0.208128
49110 -0.0310226 -0.0802369 -0.121582 -0.232841
49112 -0.0358013 -0.0851933 -0.133322 -0.254317
49114 -0.0403619 -0.0884402 -0.143649 -0.272451
49116 -0.044652 -0.0900078 -0.152532 -0.287192
49118 -0.0486303 -0.0899435 -0.159953 -0.298526
49120 -0.0522666 -0.0883125 -0.165904 -0.306484
49122 -0.0555376 -0.085192 -0.170392 -0.311121
49124 -0.0584347 -0.0806713 -0.173427 -0.312533
49126 -0.0609556 -0.074853 -0.175035 -0.310844
49128 -0.0631057 -0.0678465 -0.175243 -0.306195
49130 -0.0648943 -0.0597696 -0.174085 -0.298749
49132 -0.066337 -0.0507441 -0.171603 -0.288684
49134 -0.0674524 -0.0408966 -0.167851 -0.2762
49136 -0.0682632 -0.0303582 -0.162894 -0.261515
49138 -0.0687908 -0.0192589 -0.156801 -0.244851
49140 -0.0690549 -0.00772924 -0.149654 -0.226439
49142 -0.0690694 0.00409924 -0.141539 -0.206509
49144 -0.0688433 0.0161013 -0.132546 -0.185288
49146 -0.0683848 0.0281524 -0.122775 -0.163008
49148 -0.0676953 0.0401311 -0.112331 -0.139895
49150 -0.0667655 0.0519284 -0.101313 -0.11615
49152 -0.0655781 0.0634451 -0.0898165 -0.0919495
49154 -0.064108 0.0745908 -0.0779335 -0.0674507
49156 -0.0623248 0.0852849 -0.0657451 -0.0427851
49158 -0.060195 0.0954592 -0.0533227 -0.0180584
49160 -0.057687 0.105059 -0.0407306 0.0066411
49162 -0.0547729 0.114036 -0.0280207 0.0312421
49164 -0.0514298 0.122357 -0.0152394 0.0556881
49166 -0.0476465 0.130002 -0.00242269 0.0799325
49168 -0.0434236 0.136954 0.0103935 0.103923
49170 -0.0387772 0.143209 0.0231739 0.127605
49172 -0.0337373 0.14877 0.0358799 0.150912
49174 -0.0283504 0.153647 0.0484621 0.173758
49176 -0.0226723 0.157858 0.0608648 0.19605
49178 -0.0167668 0.161425 0.0730218 0.21768
49180 -0.0107042 0.164376 0.0848574 0.238529
49182 -0.00455282 0.166738 0.0962899 0.258475
49184 0.00162317 0.168544 0.107227 0.277394
49186 0.00776348 0.169821 0.11757 0.295155
49188 0.0138197 0.170596 0.127216 0.311632
49190 0.0197555 0.170889 0.136064 0.326709
49192 0.0255445 0.170716 0.144012 0.340272
49194 0.0311747 0.170083 0.150962 0.352219
49196 0.036646 0.168992 0.156823 0.362461
49198 0.041969 0.167435 0.161512 0.370916
49200 0.0471593 0.1654 0.164951 0.37751
49202 0.0522411 0.16287 0.167072 0.382183
49204 0.0572408 0.159822 0.167814 0.384877
49206 0.0621819 0.156231 0.167128 0.385541
49208 0.0670858 0.152073 0.164973 0.384132
49210 0.0719727 0.14732 0.161318 0.38061
49212 0.0768564 0.14194 0.156138 0.374935
49214 0.0817448 0.135894 0.149427 0.367066
49216 0.0866334 0.129147 0.141189 0.356969
49218 0.0915161 0.121658 0.131445 0.344619
49220 0.096383 0.113389 0.120237 0.330009
