# LAMMPS data file written by OVITO
4000 atoms
1 atom types
-16.4064484 24.4562111 xlo xhi
-16.4064484 24.4562111 ylo yhi
-16.4064484 24.4562111 zlo zhi

Atoms # atomic

8 1 -14.46982 -14.3096094 -12.4067745
43 1 -14.2850266 -12.2994242 -14.250514
402 1 -12.3913899 -14.4666777 -14.3865585
445 1 -12.4453697 -12.5835305 -12.062707
2 1 -16.5339451 -14.3207245 -14.2561979
3 1 -14.7086582 -16.6198044 -14.5570126
5 1 -16.2221832 -16.4492283 -12.3977032
406 1 -12.4865875 -14.559824 -10.0441322
408 1 -10.2846508 -14.4529276 -12.1485186
443 1 -10.2982159 -12.5403385 -14.2522297
802 1 -8.2409039 -14.4217119 -14.2165938
845 1 -8.3384838 -12.1780624 -12.1859074
805 1 -8.3946695 -16.4260426 -12.2591343
803 1 -6.2882414 -16.119009 -14.2634106
804 1 -6.2741842 -14.3154411 -16.4340935
843 1 -6.1906605 -12.3784886 -14.3740749
808 1 -6.2318916 -14.3008118 -12.2497349
1203 1 -2.1117086 -16.2110958 -14.3002606
1202 1 -4.0890942 -14.2590008 -14.396018
1208 1 -2.0490665 -14.4106712 -12.1926088
1243 1 -2.1063156 -12.2034378 -14.3511143
1245 1 -4.0488033 -12.4376421 -12.1218758
1241 1 -3.991024 -12.3314648 -16.459652
1205 1 -4.2424107 -16.3244019 -12.4673414
2045 1 3.9700032 -12.2843056 -12.3492355
1602 1 -0.1286449 -14.3790474 -14.329236
1608 1 1.923069 -14.3920746 -12.3728094
1643 1 1.8967134 -12.3406344 -14.2913609
1645 1 -0.041853 -12.2335539 -12.3002825
1603 1 1.7070294 -16.3875198 -14.4733219
2041 1 3.8984528 -12.3556385 -16.2374096
48 1 -14.2307978 -10.3394871 -12.2170448
83 1 -14.2674027 -8.4038239 -14.5332756
442 1 -12.266407 -10.5373039 -14.4298239
485 1 -12.2032337 -8.2570448 -12.2864304
44 1 -14.4181862 -10.4944392 -16.2910404
88 1 -14.2749128 -6.0746517 -12.1976357
482 1 -12.4213343 -6.083601 -14.1506615
481 1 -12.3068609 -8.4457493 -16.3991966
448 1 -10.2642594 -10.3892174 -12.5647583
483 1 -10.1009312 -8.3506203 -14.196187
842 1 -8.1118593 -10.4230919 -14.2777939
885 1 -7.9844504 -8.173521 -12.2635059
848 1 -6.1647129 -10.3060207 -12.3823719
883 1 -6.1699848 -8.2029018 -14.2779369
888 1 -6.2669106 -6.1175575 -12.3580666
882 1 -8.0408402 -6.1774216 -14.3017883
488 1 -10.0492811 -6.3704567 -12.4266701
881 1 -8.2968855 -8.3189106 -16.4318638
1242 1 -4.0759773 -10.2527371 -14.1974049
1248 1 -2.1387596 -10.2390881 -12.2034779
1283 1 -2.0437145 -8.3541346 -14.3859167
1285 1 -4.3313685 -8.1295528 -12.2781754
1288 1 -1.9818888 -6.3195419 -12.2762146
1642 1 -0.0311871 -10.2987061 -14.2927742
1648 1 1.9065208 -10.2270737 -12.3323307
1683 1 1.9026376 -8.3680687 -14.337225
1685 1 -0.0067101 -8.2472782 -12.1889315
1688 1 1.8408546 -6.0612078 -12.4150534
1682 1 -0.1040459 -6.203002 -14.5292788
1644 1 1.912037 -10.361063 -16.4008217
125 1 -16.3448429 -4.1763763 -12.2831612
525 1 -12.2036419 -4.1492443 -12.1671925
522 1 -12.3872337 -2.0127811 -14.3208141
123 1 -14.276041 -4.3467741 -14.4025517
128 1 -14.4259005 -2.2174215 -12.1850491
124 1 -14.3710671 -2.2815752 -16.1751556
925 1 -8.1528854 -3.8630428 -12.2990971
922 1 -8.3095942 -2.1394558 -14.4631138
528 1 -10.4006996 -1.9791508 -12.2833653
523 1 -10.4399281 -4.3992834 -14.3654652
923 1 -6.1424427 -4.0485992 -14.3801594
928 1 -6.0059614 -2.1899214 -12.3416147
921 1 -8.3447361 -4.151124 -16.458273
1282 1 -4.1227245 -6.2757778 -14.3390026
1322 1 -3.7965594 -2.074769 -14.3930798
1328 1 -1.9489536 -2.3022928 -12.2022114
1325 1 -3.947342 -4.1893711 -12.3171177
1323 1 -1.963378 -4.2121315 -14.4703713
1324 1 -1.922596 -1.9367762 -16.4753895
2125 1 4.0854397 -4.2323589 -12.3286781
2082 1 4.0606766 -6.2996416 -14.6069508
1722 1 -0.0494518 -2.0363588 -14.4721203
1723 1 2.0490894 -4.0984106 -14.3617582
1728 1 1.9794198 -2.1646671 -12.2532082
1725 1 -0.0694752 -4.0069199 -12.1761007
1721 1 -0.0397682 -4.1398468 -16.4204178
605 1 -12.3312073 3.5753098 -12.3245669
164 1 -14.4006519 1.8507024 -16.4349194
163 1 -14.3825989 -0.1230049 -14.3688727
168 1 -14.4373875 1.8268395 -12.4946413
565 1 -12.2244415 0.0915642 -12.2819758
562 1 -12.4102268 1.7971726 -14.6310721
601 1 -12.336895 3.7966233 -16.637022
1003 1 -6.140727 4.0519333 -14.2548657
568 1 -9.8800688 2.0241222 -12.1030388
563 1 -10.325798 0.0835953 -14.4104262
962 1 -8.1928902 1.9352876 -14.3143501
965 1 -8.1830425 -0.2655335 -12.4693108
968 1 -6.3628969 2.0807171 -12.3163824
961 1 -8.3927899 -0.1393108 -16.4378701
964 1 -6.3189697 1.9079094 -16.3879738
1405 1 -3.9658118 4.1218891 -12.3795891
1362 1 -4.3158007 2.0465565 -14.5392294
1365 1 -4.1176567 0.0173168 -12.435256
1403 1 -2.1649532 4.1482048 -14.3570385
963 1 -6.2305842 -0.0029926 -14.4413672
1363 1 -1.8502302 0.1818695 -14.5514059
1368 1 -2.3614216 1.9291172 -12.4064884
1401 1 -4.202488 3.9481812 -16.36166
1364 1 -2.2253485 2.0205669 -16.5592385
2165 1 3.9769498 -0.218216 -12.239193
1805 1 -0.2269192 3.985859 -12.249939
2162 1 4.0821724 1.9077454 -14.4367085
1765 1 -0.0954227 -0.1364899 -12.3279095
1803 1 2.0490894 4.1723137 -14.3077173
1763 1 2.1119766 -0.1059666 -14.4281521
1768 1 1.936432 1.990574 -12.122366
1762 1 -0.044672 2.1067886 -14.2949638
1761 1 -0.1660748 0.1745968 -16.4939518
1801 1 -0.2393818 3.9836102 -16.3932781
1764 1 1.966425 1.9886132 -16.466383
12 1 -14.4550648 -14.2144117 -8.0710373
47 1 -14.3239279 -12.2557831 -10.3043461
